customer_id,region,customer_segment,plan_type,monthly_fee,data_usage_gb,call_minutes,overage_charges,complaints_count,service_downtime_minutes,payment_delay_days,churn_risk_score,snapshot_month
35,Giza,SME,premium,561.0,49.573678136013996,162.68604432448225,47,2,9.570386063971487,7,0.25873514877756043,2026-01
36,Giza,consumer,unlimited,926.0,49.68647609053778,309.38619066470255,43,2,32.77664895788425,7,0.36723584828437084,2026-01
37,Giza,SME,basic,238.0,40.59713195692768,192.6394156757315,24,5,16.740268590185114,0,0.20347751461274288,2026-01
38,Cairo,enterprise,premium,819.0,45.93439306567186,250.95242536732977,36,4,39.12317639839971,0,0.18478548330954783,2026-01
39,Alex,SME,premium,550.0,44.86116697654031,319.94516332975644,64,4,23.24518316374555,9,0.4298641073896594,2026-01
40,Delta,consumer,premium,567.0,42.93442541572516,318.5639949886109,43,0,6.62298790203211,1,0.1786753589895516,2026-01
41,Alex,consumer,basic,239.0,39.13499306979351,149.93770891488455,64,0,14.25798551192321,12,0.3019549416455608,2026-01
42,Delta,SME,unlimited,889.0,41.76112727688394,103.26453103371614,41,1,24.68895537307645,11,0.3849580444970071,2026-01
43,Alex,consumer,unlimited,779.0,53.36138722715625,301.0073920625436,64,1,20.97676098548832,5,0.24783324959802916,2026-01
44,Alex,consumer,unlimited,753.0,63.08480955081017,314.66736045906816,32,2,41.89802933217672,0,0.23653573965234986,2026-01
45,Giza,consumer,premium,500.0,55.12633963665739,450.0936671372709,64,2,29.504238381860503,0,0.3011939136624895,2026-01
46,Delta,enterprise,premium,894.0,30.196501894690368,446.5167012683483,90,3,38.15328144865544,0,0.2522026097221621,2026-01
47,Delta,SME,basic,247.0,55.136853770112715,452.9223685207543,68,3,27.834450946424578,12,0.4170851423013403,2026-01
48,Giza,consumer,premium,509.0,37.272189509181295,225.1003977377635,41,2,23.331732948398244,0,0.27293776390929675,2026-01
49,Giza,SME,unlimited,935.0,65.39869769828117,313.2870506006521,76,1,9.796167527378453,12,0.21218516735653906,2026-01
50,Cairo,consumer,premium,437.0,74.1586769483495,401.9194712471055,101,1,11.314180629523005,6,0.2028104507422669,2026-01
51,UpperEgypt,consumer,premium,505.0,24.44926340967268,295.55618408827047,47,2,28.608785387271688,0,0.24389774163788852,2026-01
52,Cairo,consumer,unlimited,948.0,85.12962803769493,211.85161600145915,22,2,36.11792765718436,7,0.28456809818587436,2026-01
53,UpperEgypt,consumer,basic,181.0,43.29974793963999,261.94629216251184,44,1,14.214011120538135,0,0.13128199445069136,2026-01
54,Alex,SME,premium,472.0,49.37560948569614,227.99074735408692,18,4,21.22505498339519,3,0.1929691148435197,2026-01
55,UpperEgypt,consumer,premium,498.0,42.04248278584209,253.9345407484256,91,0,20.69937963418027,0,0.13390570249499012,2026-01
56,Delta,consumer,unlimited,706.0,63.00273595013215,337.68294651344166,43,3,19.701489594110647,0,0.2768840204069851,2026-01
57,Cairo,consumer,basic,166.0,40.301406736362104,213.4761597108484,94,4,36.871416350725646,4,0.25112689031893604,2026-01
58,Alex,consumer,premium,407.0,72.19150891743237,458.8909124981506,75,0,4.769237611196468,6,0.11840910631532385,2026-01
59,Giza,consumer,premium,520.0,44.57865740859534,280.9205306092753,37,1,15.418900971686236,3,0.1478568356821419,2026-01
60,Cairo,SME,basic,152.0,12.458607175066767,354.77137612441345,58,2,23.90253268983142,6,0.2193856307886508,2026-01
61,Cairo,SME,premium,584.0,54.289702492824254,442.6490268300046,69,3,32.41970598009856,0,0.3020888486998948,2026-01
62,Alex,SME,basic,163.0,59.57888688166061,167.0783950184832,51,1,19.339202013526833,1,0.1459992596658378,2026-01
63,Cairo,consumer,unlimited,871.0,59.39924101299477,218.99055432695747,54,3,43.89878272218324,3,0.37794305744765744,2026-01
64,Delta,consumer,unlimited,836.0,42.37391067659371,200.65275866355734,70,3,26.202141877052828,7,0.3723117099380088,2026-01
65,Delta,consumer,premium,482.0,54.34662285344619,466.0320638916351,37,2,34.453496441180306,11,0.3267339745964043,2026-01
66,Giza,consumer,unlimited,722.0,79.97074313430542,173.63833941499252,51,0,7.8949884093063165,1,0.07159505500357191,2026-01
67,Alex,consumer,unlimited,766.0,27.821206313302376,391.5003234565543,118,2,23.38496407494414,8,0.36554844476007986,2026-01
68,Delta,consumer,premium,496.0,64.5511666687059,357.6618439312462,105,1,19.77450335635591,4,0.2604760650847352,2026-01
69,Cairo,consumer,basic,196.0,69.30462445774391,264.42899534034876,79,1,15.725920575505246,9,0.27968136772806995,2026-01
70,Alex,consumer,premium,442.0,67.72961072932722,328.65374762890787,6,2,18.88027479405383,2,0.1753464728832529,2026-01
71,Alex,enterprise,basic,316.5,45.96748734807237,264.8108569907666,70,4,26.433539310540702,11,0.25042790679561605,2026-01
72,Cairo,consumer,premium,439.0,45.06089439416273,262.3774842616445,78,1,15.975488913731624,2,0.1442398306365915,2026-01
73,Cairo,SME,basic,196.0,47.629881521315156,265.8495144042064,52,0,9.878956247398325,9,0.1790271113679889,2026-01
74,Giza,SME,unlimited,716.0,43.347801612720666,306.61247675560253,58,2,18.09088508611657,0,0.10295760222155215,2026-01
75,Giza,SME,basic,171.0,39.91298225944227,247.59121862472543,1,2,24.453988244117404,16,0.4410343800663816,2026-01
76,Alex,consumer,premium,470.0,39.83650680899439,311.94292507779824,54,2,12.174562947655199,4,0.16248667002804373,2026-01
77,Cairo,consumer,basic,189.0,25.238964208271582,356.0753809156862,133,4,22.348140867955664,0,0.26409867150016114,2026-01
78,Delta,consumer,unlimited,963.0,28.887324579232683,237.77466499272998,88,3,10.673089854410055,9,0.2067653782095168,2026-01
79,Cairo,consumer,basic,208.0,88.57058539533175,311.92042935202596,79,0,28.12560596363064,5,0.2504138311893626,2026-01
80,Delta,enterprise,basic,271.5,53.519780077326295,320.2204406030309,21,2,43.756766912159684,1,0.23574648826998032,2026-01
81,Cairo,consumer,basic,172.0,54.954786023639244,369.600792605126,84,2,25.273837156924824,0,0.2755691405983816,2026-01
82,Giza,consumer,unlimited,719.0,30.793559712555755,440.38353455874915,47,2,-0.8192940788372205,6,0.2710825706742777,2026-01
83,Cairo,SME,unlimited,819.0,49.701654057638144,326.69148251604776,52,0,19.35707312889502,13,0.30848331688997094,2026-01
84,Giza,consumer,premium,421.0,30.67328930364013,308.0653937803242,71,1,3.704070140236727,15,0.3533565010219138,2026-01
85,Cairo,consumer,unlimited,726.0,74.30800167748816,425.6395708208911,74,2,9.962421084366293,4,0.19655254781863207,2026-01
86,Alex,consumer,unlimited,892.0,52.80150146715617,239.5693654117342,9,0,13.884821970080518,0,0.17157882497701016,2026-01
87,Cairo,consumer,basic,247.0,57.79808339524975,290.53412618552073,0,1,19.50191368173424,6,0.1614066029417854,2026-01
88,Delta,SME,basic,247.0,42.7981611530556,483.87750893878666,28,0,8.78374186028318,13,0.2672246953741973,2026-01
89,Giza,consumer,basic,193.0,45.383215749802815,247.28812624190377,51,3,26.63737213888021,0,0.3349089028785465,2026-01
90,Delta,SME,unlimited,780.0,69.29402920106901,384.97678807309694,48,2,18.555068297562695,0,0.2946437381944548,2026-01
91,UpperEgypt,consumer,premium,409.0,31.235055035272296,508.4781973567615,68,1,15.204718574653485,0,0.08346584139876384,2026-01
92,Giza,SME,unlimited,922.0,50.42477564195692,302.38049115965964,36,2,29.382838059759976,5,0.21476744357706054,2026-01
93,Cairo,consumer,premium,436.0,12.059938401130097,403.8542166267757,91,1,34.44173078548968,5,0.28121449658708764,2026-01
94,Delta,consumer,basic,191.0,46.72844152439086,379.66860229747954,44,2,27.073937501205897,8,0.20815381615190603,2026-01
95,Cairo,consumer,premium,461.0,84.48347185428875,270.97291516482727,34,3,15.54497478599228,12,0.28884537872564503,2026-01
96,Cairo,consumer,premium,557.0,56.818452234494835,359.5230616519329,23,1,4.086855041240929,3,0.09306122154185312,2026-01
97,UpperEgypt,SME,premium,570.0,54.11008677628357,304.02452182042566,51,3,26.921948865694798,4,0.2641599450164871,2026-01
98,Delta,consumer,unlimited,942.0,26.450594935139854,305.91703712588543,31,1,17.78959618910131,7,0.2056042442115486,2026-01
99,Cairo,enterprise,unlimited,1314.0,87.52547319290665,337.56966315004036,145,1,3.0099279515633235,0,0.16470090774513005,2026-01
100,UpperEgypt,consumer,basic,162.0,53.0438453127695,178.74047080022143,38,5,42.570062415960734,1,0.42288974080571695,2026-01
101,UpperEgypt,SME,premium,408.0,57.60101993730257,283.9429641330173,53,2,13.127570465972703,3,0.22277564481209783,2026-01
102,UpperEgypt,consumer,unlimited,983.0,-2.2121324314012583,230.38214062851907,16,3,38.46753693543405,11,0.3900814666700263,2026-01
103,Cairo,SME,unlimited,846.0,44.32560674694456,343.7423483332192,27,1,17.33762467838542,0,0.2506933194587186,2026-01
104,Cairo,SME,premium,587.0,47.493228795247184,311.7370949146658,38,2,32.06508966508357,6,0.35055701492171554,2026-01
105,Alex,consumer,unlimited,923.0,46.27605648822327,252.40877623443473,55,1,10.088196903899503,3,0.13684498346091534,2026-01
106,Cairo,consumer,basic,247.0,68.134729161597,184.68046015491078,37,2,21.75545829890508,4,0.2851453343268665,2026-01
107,Cairo,consumer,premium,592.0,41.201778672179856,452.8643670767028,44,4,31.03666942525805,1,0.3563759283320043,2026-01
108,Giza,SME,basic,224.0,41.67200709960203,450.4925655552472,34,0,5.5198609958375595,7,0.21977616714797285,2026-01
109,Cairo,consumer,unlimited,783.0,30.795434019936582,369.79658626241155,17,2,26.50201177958661,14,0.33252290315173205,2026-01
110,Cairo,enterprise,premium,600.0,67.45228187046888,225.6534244718181,70,2,12.196983461430953,7,0.1868608169340769,2026-01
111,Giza,consumer,premium,459.0,54.045040360956065,281.59548515228937,68,3,27.077155412496204,7,0.33939837515127547,2026-01
112,Cairo,consumer,basic,209.0,74.5716912432146,420.08310720035684,36,0,23.655067348266925,2,0.1976140280569868,2026-01
113,Giza,consumer,basic,221.0,43.307248501778304,148.83674152435754,72,0,15.476936807509233,0,0.169950250840327,2026-01
114,UpperEgypt,SME,basic,157.0,64.09772155294532,367.68108357370147,47,2,20.119725452565493,0,0.1694427644340989,2026-01
115,Delta,enterprise,premium,744.0,36.85521998038728,303.01281865343503,28,2,20.769766419823334,4,0.11765787855378113,2026-01
116,Alex,SME,basic,164.0,42.59805775453976,264.40133429009126,60,1,22.75510562348253,14,0.3897040359961822,2026-01
117,Delta,SME,basic,211.0,44.968817844587136,493.0715132093709,63,5,31.816911371124267,11,0.41981458903204555,2026-01
118,Cairo,consumer,unlimited,713.0,40.22872994578327,261.28913327565425,32,2,16.7965269180568,7,0.2953346089362888,2026-01
119,Giza,consumer,unlimited,910.0,50.570052172523006,309.6025061374609,0,1,26.135179727304166,3,0.28592486053628446,2026-01
120,Delta,SME,basic,169.0,70.7666316752847,360.5964599453633,138,4,24.343161320620126,9,0.3762979982592561,2026-01
121,Cairo,consumer,premium,465.0,69.75415344848844,335.1442206145177,0,0,11.117892445527522,1,0.19943539764729695,2026-01
122,Cairo,SME,basic,249.0,54.85700191408918,276.6808016805208,81,1,3.4950878996223835,4,0.1799536465851828,2026-01
123,Giza,consumer,premium,469.0,30.12385293595929,385.8441727202501,47,2,30.47009174643314,5,0.2906829795128878,2026-01
124,Giza,consumer,unlimited,986.0,51.15232836590383,197.36062206491442,37,2,29.962668194471398,0,0.2433543337097488,2026-01
125,Delta,consumer,basic,233.0,71.06815061016314,171.55652746871357,79,0,30.045788347074662,8,0.22936530599666646,2026-01
126,UpperEgypt,consumer,premium,588.0,45.175652959310554,263.9195975896058,33,2,25.790127124139225,1,0.13929137109292672,2026-01
127,Cairo,consumer,basic,161.0,52.09013890431896,336.20279134570677,138,3,18.664201586947843,0,0.26070125468311656,2026-01
128,Cairo,consumer,basic,194.0,39.009737131135715,340.4341717299854,32,1,25.99994207924837,2,0.29466925072257655,2026-01
129,Cairo,SME,premium,518.0,52.256283577153646,329.196880197298,81,3,44.03415585238275,6,0.24414572364413287,2026-01
130,UpperEgypt,SME,unlimited,988.0,59.2704306647543,311.2829324658051,78,3,30.071278038404685,0,0.1820000451253704,2026-01
131,Alex,consumer,premium,560.0,65.07713859917027,279.809596522844,60,3,23.406000190998583,7,0.28764006471220377,2026-01
132,Giza,SME,basic,219.0,61.84850120056811,268.6859586650612,84,0,5.309204393637916,0,0.13666015845310467,2026-01
133,Alex,consumer,unlimited,792.0,26.709093982759434,275.71712115382417,28,0,7.068546763538421,5,0.19777965323808008,2026-01
134,Alex,consumer,unlimited,702.0,59.33595305784932,304.67211776821347,0,1,20.896081599276087,4,0.19066522796222224,2026-01
135,Alex,SME,basic,192.0,46.20971467998554,331.3667623760696,21,2,18.11103312215525,4,0.18757737978841207,2026-01
136,Cairo,consumer,basic,177.0,21.318452583727098,331.7470932679044,2,4,35.14517562589582,1,0.22466756991918116,2026-01
137,Cairo,SME,unlimited,773.0,41.89516725293768,341.0832566530811,45,2,29.48939989837594,0,0.28212852849760806,2026-01
138,Giza,consumer,premium,446.0,51.83446254548426,343.46384232291103,30,2,20.488600703257042,1,0.23317339917671243,2026-01
139,Giza,SME,basic,221.0,54.75113088206656,420.77299667168325,63,0,11.427255802582742,8,0.23713944551128838,2026-01
140,Delta,SME,premium,582.0,32.18602371455731,324.7856568181622,46,3,31.60532257118518,4,0.19793836235163764,2026-01
141,Alex,SME,basic,181.0,30.1036896971151,360.2161718858102,29,2,14.529047026128985,2,0.2284674774313963,2026-01
142,Alex,consumer,unlimited,824.0,64.64575930193155,388.32393091866834,66,2,23.02685348995986,0,0.12193758077771705,2026-01
143,Cairo,SME,premium,530.0,24.691258648203934,199.7500169439158,43,1,31.619236021470805,11,0.337158995269734,2026-01
144,Cairo,SME,premium,407.0,54.96320348321686,366.682316928714,13,1,0.06264357428544542,11,0.33895315939280435,2026-01
145,Alex,consumer,premium,497.0,20.733222877267146,249.68568870490458,61,1,11.750316230675145,5,0.25446819644951985,2026-01
146,Cairo,consumer,premium,557.0,73.75197538076141,275.4575685702904,7,1,33.14009474643899,2,0.14676339215896148,2026-01
147,UpperEgypt,enterprise,basic,321.0,51.127806314092794,398.16400479761217,60,2,15.009849112450437,2,0.19266325699278455,2026-01
148,Delta,SME,premium,541.0,45.63790879783944,267.37415311451645,28,0,10.119003955967326,0,0.12218285726227429,2026-01
149,Delta,consumer,basic,175.0,55.82867906796446,499.43996139462325,47,3,23.92714906152128,5,0.2639789568183586,2026-01
150,UpperEgypt,SME,premium,533.0,44.57921349227243,263.9919093047821,53,3,17.444877947629234,8,0.3199224259945834,2026-01
151,Giza,consumer,unlimited,794.0,86.97316453786524,275.9887772486007,51,2,13.495869652900064,0,0.11626653773824994,2026-01
152,Giza,consumer,unlimited,724.0,48.37943450316124,294.49673228520976,54,2,15.879275443162104,8,0.34697958940593276,2026-01
153,Cairo,SME,basic,181.0,58.1016906752469,197.4001103102782,48,2,10.33482974065007,1,0.28964292291525356,2026-01
154,Cairo,SME,unlimited,782.0,39.36310422647131,368.3568501435755,90,1,25.485298585347742,12,0.24674951814001822,2026-01
155,Cairo,consumer,premium,451.0,64.25807011892665,334.0263248381275,18,3,28.770787693505874,13,0.34838882347596667,2026-01
156,Alex,consumer,premium,598.0,63.17965264589064,360.9758720633769,49,2,19.701095260977002,3,0.18136483227096084,2026-01
157,Delta,consumer,premium,566.0,27.00896946656361,382.636378658289,36,4,28.994836403131146,4,0.271159900137125,2026-01
158,Alex,consumer,premium,582.0,44.156050897118114,344.30666654252366,59,3,30.91551424313997,10,0.3303097727919748,2026-01
159,UpperEgypt,consumer,premium,591.0,39.963908920101254,383.1923749916861,35,3,16.732613523157628,8,0.21115049683878026,2026-01
160,UpperEgypt,consumer,unlimited,902.0,13.524296431067782,292.21534489823784,79,1,5.886937039118849,4,0.2582657621694577,2026-01
161,Cairo,enterprise,basic,354.0,46.5652570776463,307.2034270122629,88,2,22.369614157120427,0,0.11483244120024032,2026-01
162,Giza,SME,unlimited,727.0,33.850085982135056,157.70953334321572,28,3,32.55198484453253,4,0.21162750238091882,2026-01
163,Alex,SME,premium,535.0,59.10696651175428,404.89271090544844,22,0,7.474109876345043,6,0.2298749758802477,2026-01
164,Alex,consumer,unlimited,889.0,45.37175597489319,354.95571941177775,19,1,19.26931031592927,4,0.2925980568757401,2026-01
165,Alex,SME,premium,410.0,37.56443812470188,316.1360447933238,38,0,28.602042420204842,0,0.11196234634323099,2026-01
166,UpperEgypt,SME,basic,200.0,54.61110046713651,365.25897700314374,58,2,34.32568186031694,4,0.31965974946988956,2026-01
167,Giza,SME,basic,156.0,66.87197966889788,236.04847390708517,59,0,22.945247424538557,2,0.20295009807225178,2026-01
168,Cairo,enterprise,premium,825.0,57.416651211254276,357.88908953422236,52,4,43.0041008544697,0,0.22330882019651982,2026-01
169,Alex,SME,basic,174.0,40.664327075137955,338.2471997301965,22,2,17.495319610080895,9,0.38335262949003446,2026-01
170,Cairo,consumer,unlimited,709.0,61.3881649987975,346.710903550025,0,4,35.44526003678094,8,0.37572235421879435,2026-01
171,Delta,SME,unlimited,711.0,38.2265253037664,351.8624347075087,36,2,22.54862221670662,0,0.1662180875314562,2026-01
172,UpperEgypt,enterprise,premium,796.5,73.45603424074699,199.98028015037445,23,2,15.870292116034042,6,0.10648159265593515,2026-01
173,Cairo,consumer,premium,573.0,67.49822886465509,254.16017560072433,41,1,21.811165102110607,16,0.2465930491008149,2026-01
174,Alex,consumer,unlimited,953.0,87.68611364867479,272.89122639205124,7,2,16.936465392286905,10,0.22367287801442248,2026-01
175,Alex,SME,basic,207.0,64.21738704255824,354.5627560035141,23,1,-7.735628629134482,2,0.1213326159765061,2026-01
176,Cairo,consumer,premium,446.0,34.63719763506192,448.32740530673505,21,3,32.21033695525353,3,0.3523811310376305,2026-01
177,Giza,consumer,premium,543.0,54.55670464235758,189.86467674895346,72,4,27.17990309916171,13,0.4902831907734603,2026-01
178,Delta,consumer,basic,184.0,65.49445920729208,284.40438332568334,91,2,19.574037244889514,4,0.23574184890685007,2026-01
179,Cairo,consumer,basic,188.0,6.930760055638082,287.1276073560646,17,3,29.001769869124665,6,0.23507435619378644,2026-01
180,Delta,SME,premium,435.0,35.68907378380517,223.71163095842417,71,0,11.168992872574103,2,0.0736143466258378,2026-01
181,UpperEgypt,consumer,premium,481.0,13.636396095905873,370.723631708884,65,2,32.8421267651092,5,0.3630487459368368,2026-01
182,Cairo,consumer,basic,163.0,61.913970194327405,199.65684614646005,48,1,22.935579321666292,7,0.26757661318262593,2026-01
183,Giza,consumer,unlimited,877.0,40.889816018518175,430.3458669294421,51,1,22.638944304540193,6,0.18075978778135618,2026-01
184,Giza,consumer,basic,188.0,55.69223085748261,444.92038500748134,48,1,19.173522149618112,0,0.2574866736992927,2026-01
185,Delta,SME,basic,247.0,48.15232677784926,389.54103558202104,56,2,13.88856094331724,3,0.18897179664560504,2026-01
186,UpperEgypt,SME,premium,448.0,40.310537313131974,236.0646394679797,98,1,18.207077733815613,5,0.15739041029777373,2026-01
187,UpperEgypt,SME,premium,491.0,73.73890948222387,330.3894280567265,29,6,45.943123356779964,3,0.35837242645086226,2026-01
188,Giza,SME,unlimited,866.0,65.57583133601918,340.4339274573359,56,2,33.09472896350713,0,0.2847603417337821,2026-01
189,Alex,SME,basic,204.0,32.873538612263,342.84619575107433,0,3,20.486687368830506,15,0.31418023742090007,2026-01
190,Alex,consumer,basic,176.0,44.97837001840189,267.70812294064024,17,2,10.44877420650647,15,0.2475903654108896,2026-01
191,UpperEgypt,SME,premium,445.0,34.13426527894919,296.71876631972293,60,3,12.929847235475012,0,0.2532318940059558,2026-01
192,Cairo,consumer,unlimited,853.0,52.91576452366004,271.74669657514494,89,2,23.38483843461691,5,0.29881823659389617,2026-01
193,Giza,consumer,basic,196.0,30.08095229347322,386.6542877645005,81,2,27.367577554410882,5,0.213603143266115,2026-01
194,Cairo,consumer,basic,182.0,41.52072835401377,267.14330727180663,87,0,13.372862281370699,8,0.23093143805842764,2026-01
195,Giza,SME,unlimited,838.0,42.8449643013056,353.31602533707115,19,1,16.82426801176262,7,0.331997059457093,2026-01
196,Cairo,consumer,premium,466.0,51.89569369319618,455.11431992466277,55,0,9.996686753944253,7,0.2642342699604989,2026-01
197,Delta,SME,premium,476.0,54.23311464334902,359.7248076544856,32,1,19.448040961940055,0,0.14521846989732012,2026-01
198,Cairo,consumer,premium,477.0,44.33523707998165,298.6880978995369,76,1,15.943750087879337,7,0.2997796820759121,2026-01
199,UpperEgypt,SME,basic,222.0,63.329941303264405,257.85956538760075,30,2,31.912567034243416,6,0.29196482939746893,2026-01
200,Cairo,consumer,unlimited,860.0,21.72199921968324,276.2986045192895,24,2,3.936229943908195,10,0.17750102708348706,2026-01
201,UpperEgypt,SME,unlimited,824.0,63.53703833752675,317.1560667177313,35,2,32.811656106737956,5,0.3747108154517379,2026-01
202,UpperEgypt,consumer,unlimited,975.0,49.05164815275562,178.277787728615,46,4,26.17904215138548,0,0.24052122426074027,2026-01
203,Cairo,consumer,basic,170.0,68.32700828778219,439.9665044217999,50,2,9.855811228320004,0,0.15661388798560252,2026-01
204,Giza,SME,premium,593.0,46.885534205264314,160.00177006249626,56,2,29.06857695125735,9,0.2559084859829002,2026-01
205,Giza,consumer,premium,508.0,28.90523804492249,293.3515541897044,6,2,4.952796259689977,5,0.12100675235146412,2026-01
206,Cairo,consumer,basic,192.0,42.72549443751544,362.0356376610474,9,0,-3.8435667535628824,2,0.021190420927045123,2026-01
207,Cairo,SME,premium,448.0,36.70669484585891,321.4929141347018,82,0,21.03544138639393,4,0.22252263597912073,2026-01
208,UpperEgypt,consumer,premium,445.0,44.456467207193285,210.11870360713368,75,3,30.950136231500572,0,0.28682184304624436,2026-01
209,Cairo,SME,unlimited,949.0,60.31794990780527,333.57324180784553,67,2,16.230048408329637,10,0.3249929994285303,2026-01
210,Cairo,consumer,premium,567.0,48.031145493615426,306.1481506367015,63,1,17.751440181919214,5,0.2512368716983514,2026-01
211,Giza,consumer,unlimited,965.0,32.888308869711636,300.5442478714217,100,1,24.516327016495964,6,0.30483620054209015,2026-01
212,UpperEgypt,SME,basic,190.0,24.54353922520622,248.35444570812197,71,4,56.13731848366071,0,0.37810933447721107,2026-01
213,Alex,SME,basic,203.0,45.560347348913986,386.68848638641487,81,1,20.81062870693657,6,0.1768770790567195,2026-01
214,Giza,consumer,premium,571.0,47.98536887794178,364.86466185278255,0,1,27.93488720552213,11,0.3369869469398092,2026-01
215,Alex,consumer,unlimited,855.0,33.41442997271096,282.80631757690117,91,2,16.919657158142588,11,0.2719601476325435,2026-01
216,Cairo,consumer,unlimited,993.0,51.607403416733646,395.735265412371,54,3,22.71873162770017,0,0.16890940988312594,2026-01
217,UpperEgypt,consumer,basic,237.0,58.194263720055496,300.513781584875,38,2,18.763369313681174,4,0.16953172592000118,2026-01
218,Cairo,SME,basic,164.0,33.558154628928975,297.12036704182066,0,3,15.862908323253816,2,0.23055135927965797,2026-01
219,UpperEgypt,consumer,unlimited,984.0,26.9050022109002,181.09783760397647,14,0,30.34749523671024,5,0.2190359529554213,2026-01
220,Delta,SME,premium,578.0,65.93351495524405,262.6052524940024,52,2,13.679269738523098,15,0.2843659824378112,2026-01
221,Delta,consumer,basic,150.0,33.9088546139029,319.13974912889194,41,3,48.88899203699968,0,0.386547661853939,2026-01
